node_id,node_order,node_name,node_goal,node_stage,node_substage,skill_name_cn,skill_name_en,skill_role_in_node,source_l1,source_l2,source_l3,dependency_skills,current_node_input_docs,current_node_output_docs,next_node_ids,next_node_names,next_node_input_docs,priority,recommended_first_batch,boundary_positioning,phase_boundary,action_boundary,upstream_boundary,downstream_handoff,adjacent_skill_boundary,dependency_count
N170,170,高级与非功能设计,补齐并发、幂等、审计、权限、性能和安全设计,技术方案设计,高级设计,并发控制建议,concurrency-control-recommendation,分析/提炼,技术方案设计,高级设计,并发控制,技术方案分析; 需求漏洞扫描,技术方案分析.md; 需求漏洞清单.csv; 表结构设计草案.sql; 权限矩阵.csv,并发控制建议.md; 幂等设计建议.md; 审计留痕方案.md; 权限模型设计.md; 性能风险分析.md; 安全风险分析.md,N180;N210;N260;N390,研发任务规划;代码质量静态检查;质量门禁与专项测试;平台治理与模板质量,并发控制建议.md; 幂等设计建议.md; 权限模型设计.md; 性能风险分析.md; 安全风险分析.md,P1,否,在技术方案设计-高级设计环节，围绕“识别锁、队列、版本号等并发处理方案”提供以判断依据、风险提示、建议为主。,止于方案、接口、数据与任务设计，不进入代码编写、测试执行和发布落地。,负责从现有材料中抽出结构化信息，不补充输入中不存在的业务承诺。,以上游技能输出为前置输入：技术方案分析; 需求漏洞扫描。,典型下游衔接：线程安全风险检查。,同一子域相邻技能：幂等设计建议；审计留痕设计；权限模型设计。,1
N170,170,高级与非功能设计,补齐并发、幂等、审计、权限、性能和安全设计,技术方案设计,高级设计,性能风险分析,performance-risk-analysis,校验/判断,技术方案设计,非功能设计,性能分析,技术方案分析; 表结构设计建议,技术方案分析.md; 需求漏洞清单.csv; 表结构设计草案.sql; 权限矩阵.csv,并发控制建议.md; 幂等设计建议.md; 审计留痕方案.md; 权限模型设计.md; 性能风险分析.md; 安全风险分析.md,N180;N210;N260;N390,研发任务规划;代码质量静态检查;质量门禁与专项测试;平台治理与模板质量,并发控制建议.md; 幂等设计建议.md; 权限模型设计.md; 性能风险分析.md; 安全风险分析.md,P1,否,在技术方案设计-非功能设计环节，围绕“提前识别热点、瓶颈和容量风险”提供以判断依据、风险提示、建议为主。,止于方案、接口、数据与任务设计，不进入代码编写、测试执行和发布落地。,负责从现有材料中抽出结构化信息，不补充输入中不存在的业务承诺。,以上游技能输出为前置输入：技术方案分析; 表结构设计建议。,典型下游衔接：性能测试场景生成。,同一子域相邻技能：安全风险分析。,1
N170,170,高级与非功能设计,补齐并发、幂等、审计、权限、性能和安全设计,技术方案设计,高级设计,权限模型设计,authorization-model-design,执行,技术方案设计,高级设计,权限设计,权限矩阵提取; 技术方案分析,技术方案分析.md; 需求漏洞清单.csv; 表结构设计草案.sql; 权限矩阵.csv,并发控制建议.md; 幂等设计建议.md; 审计留痕方案.md; 权限模型设计.md; 性能风险分析.md; 安全风险分析.md,N180;N210;N260;N390,研发任务规划;代码质量静态检查;质量门禁与专项测试;平台治理与模板质量,并发控制建议.md; 幂等设计建议.md; 权限模型设计.md; 性能风险分析.md; 安全风险分析.md,P1,否,在技术方案设计-高级设计环节，围绕“设计角色、资源、动作与约束关系”提供以判断依据、风险提示、建议为主。,止于方案、接口、数据与任务设计，不进入代码编写、测试执行和发布落地。,负责给出判断依据和建议，不替代最终负责人拍板。,以上游技能输出为前置输入：权限矩阵提取; 技术方案分析。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：并发控制建议；幂等设计建议；审计留痕设计。,0
N180,180,研发任务规划,将方案转成开发任务、工时和依赖关系,技术方案设计,任务管理,依赖识别,dependency-identification,分析/提炼,技术方案设计,任务管理,依赖识别,开发任务拆分; 数据流梳理,技术方案分析.md; 模块边界图.md; 服务拆分建议.md; 数据流图.md,开发任务拆分表.csv; 工时估算表.csv; 研发依赖清单.csv,N190;N220;N240;N270;N330;N350,代码骨架生成;Code Review与提交协同;回归与自动化编排;发布准备与策略;技术与运维文档输出;协同任务与风险管理,开发任务拆分表.csv; 工时估算表.csv; 研发依赖清单.csv,P1,否,在技术方案设计-任务管理环节，围绕“识别跨系统、跨团队和数据依赖”提供以解释、识别、归因为主。,止于方案、接口、数据与任务设计，不进入代码编写、测试执行和发布落地。,负责从现有材料中抽出结构化信息，不补充输入中不存在的业务承诺。,以上游技能输出为前置输入：开发任务拆分; 数据流梳理。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：开发任务拆分；工时估算辅助。,0
N180,180,研发任务规划,将方案转成开发任务、工时和依赖关系,技术方案设计,任务管理,工时估算辅助,effort-estimation-assistant,执行,技术方案设计,任务管理,工时辅助,开发任务拆分; 需求可执行性检查,技术方案分析.md; 模块边界图.md; 服务拆分建议.md; 数据流图.md,开发任务拆分表.csv; 工时估算表.csv; 研发依赖清单.csv,N190;N220;N240;N270;N330;N350,代码骨架生成;Code Review与提交协同;回归与自动化编排;发布准备与策略;技术与运维文档输出;协同任务与风险管理,开发任务拆分表.csv; 工时估算表.csv; 研发依赖清单.csv,P1,否,在技术方案设计-任务管理环节，围绕“给出任务粗估和影响因子”提供以判断依据、风险提示、建议为主。,止于方案、接口、数据与任务设计，不进入代码编写、测试执行和发布落地。,负责给出评估依据、估计或排序建议，不替代负责人最终拍板。,以上游技能输出为前置输入：开发任务拆分; 需求可执行性检查。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：开发任务拆分；依赖识别。,0
N180,180,研发任务规划,将方案转成开发任务、工时和依赖关系,技术方案设计,任务管理,开发任务拆分,development-task-breakdown,执行,技术方案设计,任务管理,任务拆分,技术方案分析,技术方案分析.md; 模块边界图.md; 服务拆分建议.md; 数据流图.md,开发任务拆分表.csv; 工时估算表.csv; 研发依赖清单.csv,N190;N220;N240;N270;N330;N350,代码骨架生成;Code Review与提交协同;回归与自动化编排;发布准备与策略;技术与运维文档输出;协同任务与风险管理,开发任务拆分表.csv; 工时估算表.csv; 研发依赖清单.csv,P0,是,在技术方案设计-任务管理环节，围绕“将方案拆成研发执行任务和依赖关系”提供以草稿、清单、结构化结果为主。,止于方案、接口、数据与任务设计，不进入代码编写、测试执行和发布落地。,负责拆成可执行单元和依赖关系，不负责后续详细设计、编码或测试落地。,以上游技能输出为前置输入：技术方案分析。,典型下游衔接：需求变更影响分析；工时估算辅助；依赖识别；Diff风险点评审；PR描述生成；回归测试清单生成 等。,同一子域相邻技能：工时估算辅助；依赖识别。,9
N190,190,代码骨架生成,生成工程骨架及控制器、服务、仓储层基础代码草稿,编码与实现,脚手架生成,Controller草稿生成,controller-draft-generation,产出,编码与实现,脚手架生成,接口层,代码骨架生成; 接口设计建议,技术方案分析.md; 接口设计草案.yaml; 表结构设计草案.sql,工程骨架.zip; Controller草稿.java; Service草稿.java; Repository草稿.java,N200;N210,实现辅助代码生成;代码质量静态检查,工程骨架.zip; Controller草稿.java; Service草稿.java; Repository草稿.java,P1,否,在编码与实现-脚手架生成环节，围绕“生成控制器初稿”提供以草稿、清单、结构化结果为主。,止于代码草稿、质量检查与协同文案，不负责测试结论、发布动作和线上处置。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,以上游技能输出为前置输入：代码骨架生成; 接口设计建议。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：代码骨架生成；Service草稿生成；Repository草稿生成。,0
N190,190,代码骨架生成,生成工程骨架及控制器、服务、仓储层基础代码草稿,编码与实现,脚手架生成,Repository草稿生成,repository-draft-generation,产出,编码与实现,脚手架生成,数据层,代码骨架生成; 表结构设计建议,技术方案分析.md; 接口设计草案.yaml; 表结构设计草案.sql,工程骨架.zip; Controller草稿.java; Service草稿.java; Repository草稿.java,N200;N210,实现辅助代码生成;代码质量静态检查,工程骨架.zip; Controller草稿.java; Service草稿.java; Repository草稿.java,P2,否,在编码与实现-脚手架生成环节，围绕“生成数据访问层基础代码”提供以草稿、清单、结构化结果为主。,止于代码草稿、质量检查与协同文案，不负责测试结论、发布动作和线上处置。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,以上游技能输出为前置输入：代码骨架生成; 表结构设计建议。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：代码骨架生成；Controller草稿生成；Service草稿生成。,0
N190,190,代码骨架生成,生成工程骨架及控制器、服务、仓储层基础代码草稿,编码与实现,脚手架生成,Service草稿生成,service-draft-generation,产出,编码与实现,脚手架生成,业务层,代码骨架生成; 接口设计建议,技术方案分析.md; 接口设计草案.yaml; 表结构设计草案.sql,工程骨架.zip; Controller草稿.java; Service草稿.java; Repository草稿.java,N200;N210,实现辅助代码生成;代码质量静态检查,工程骨架.zip; Controller草稿.java; Service草稿.java; Repository草稿.java,P1,否,在编码与实现-脚手架生成环节，围绕“生成 Service 层方法草稿”提供以草稿、清单、结构化结果为主。,止于代码草稿、质量检查与协同文案，不负责测试结论、发布动作和线上处置。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,以上游技能输出为前置输入：代码骨架生成; 接口设计建议。,典型下游衔接：空指针/异常风险识别；事务边界检查；线程安全风险检查；代码规范检查。,同一子域相邻技能：代码骨架生成；Controller草稿生成；Repository草稿生成。,4
N190,190,代码骨架生成,生成工程骨架及控制器、服务、仓储层基础代码草稿,编码与实现,脚手架生成,代码骨架生成,code-scaffold-generation,产出,编码与实现,脚手架生成,工程起步,技术方案分析; 表结构设计建议,技术方案分析.md; 接口设计草案.yaml; 表结构设计草案.sql,工程骨架.zip; Controller草稿.java; Service草稿.java; Repository草稿.java,N200;N210,实现辅助代码生成;代码质量静态检查,工程骨架.zip; Controller草稿.java; Service草稿.java; Repository草稿.java,P1,否,在编码与实现-脚手架生成环节，围绕“生成模块基础结构和通用模板”提供以草稿、清单、结构化结果为主。,止于代码草稿、质量检查与协同文案，不负责测试结论、发布动作和线上处置。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,以上游技能输出为前置输入：技术方案分析; 表结构设计建议。,典型下游衔接：Controller草稿生成；Service草稿生成；Repository草稿生成；代码规范检查。,同一子域相邻技能：Controller草稿生成；Service草稿生成；Repository草稿生成。,4
N200,200,实现辅助代码生成,生成DTO/VO、枚举、校验器、异常类与SQL草稿，并给出查询优化建议,编码与实现,代码生成,DTO/VO生成,dto-vo-generation,产出,编码与实现,代码生成,数据传输,接口设计建议,接口设计草案.yaml; 业务规则清单.csv; 错误码清单.csv; 表结构设计草案.sql,DTO_VO草稿.zip; 枚举定义.java; 校验器代码.java; 异常类.java; SQL草稿.sql; 查询优化建议.md,N210;N330,代码质量静态检查;技术与运维文档输出,DTO_VO草稿.zip; 枚举定义.java; 校验器代码.java; 异常类.java; SQL草稿.sql,P2,否,在编码与实现-代码生成环节，围绕“生成数据传输对象与返回对象”提供以草稿、清单、结构化结果为主。,止于代码草稿、质量检查与协同文案，不负责测试结论、发布动作和线上处置。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,以上游技能输出为前置输入：接口设计建议。,典型下游衔接：接口文档生成。,同一子域相邻技能：枚举定义生成；校验器代码生成；异常类生成。,1
N200,200,实现辅助代码生成,生成DTO/VO、枚举、校验器、异常类与SQL草稿，并给出查询优化建议,编码与实现,代码生成,SQL草稿生成,sql-draft-generation,产出,编码与实现,数据实现,SQL草稿,表结构设计建议,接口设计草案.yaml; 业务规则清单.csv; 错误码清单.csv; 表结构设计草案.sql,DTO_VO草稿.zip; 枚举定义.java; 校验器代码.java; 异常类.java; SQL草稿.sql; 查询优化建议.md,N210;N330,代码质量静态检查;技术与运维文档输出,DTO_VO草稿.zip; 枚举定义.java; 校验器代码.java; 异常类.java; SQL草稿.sql,P1,否,在编码与实现-数据实现环节，围绕“根据需求或查询目标生成 SQL 初稿”提供以草稿、清单、结构化结果为主。,止于代码草稿、质量检查与协同文案，不负责测试结论、发布动作和线上处置。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,以上游技能输出为前置输入：表结构设计建议。,典型下游衔接：查询优化建议。,同一子域相邻技能：查询优化建议。,1
N200,200,实现辅助代码生成,生成DTO/VO、枚举、校验器、异常类与SQL草稿，并给出查询优化建议,编码与实现,代码生成,异常类生成,exception-class-generation,产出,编码与实现,代码生成,异常体系,API错误码设计,接口设计草案.yaml; 业务规则清单.csv; 错误码清单.csv; 表结构设计草案.sql,DTO_VO草稿.zip; 枚举定义.java; 校验器代码.java; 异常类.java; SQL草稿.sql; 查询优化建议.md,N210;N330,代码质量静态检查;技术与运维文档输出,DTO_VO草稿.zip; 枚举定义.java; 校验器代码.java; 异常类.java; SQL草稿.sql,P2,否,在编码与实现-代码生成环节，围绕“生成异常定义与继承结构”提供以草稿、清单、结构化结果为主。,止于代码草稿、质量检查与协同文案，不负责测试结论、发布动作和线上处置。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,以上游技能输出为前置输入：API错误码设计。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：DTO/VO生成；枚举定义生成；校验器代码生成。,0
N200,200,实现辅助代码生成,生成DTO/VO、枚举、校验器、异常类与SQL草稿，并给出查询优化建议,编码与实现,代码生成,枚举定义生成,enum-definition-generation,产出,编码与实现,代码生成,枚举常量,业务规则抽取; 接口设计建议,接口设计草案.yaml; 业务规则清单.csv; 错误码清单.csv; 表结构设计草案.sql,DTO_VO草稿.zip; 枚举定义.java; 校验器代码.java; 异常类.java; SQL草稿.sql; 查询优化建议.md,N210;N330,代码质量静态检查;技术与运维文档输出,DTO_VO草稿.zip; 枚举定义.java; 校验器代码.java; 异常类.java; SQL草稿.sql,P2,否,在编码与实现-代码生成环节，围绕“生成状态枚举、错误枚举和类型枚举”提供以草稿、清单、结构化结果为主。,止于代码草稿、质量检查与协同文案，不负责测试结论、发布动作和线上处置。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,以上游技能输出为前置输入：业务规则抽取; 接口设计建议。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：DTO/VO生成；校验器代码生成；异常类生成。,0
N200,200,实现辅助代码生成,生成DTO/VO、枚举、校验器、异常类与SQL草稿，并给出查询优化建议,编码与实现,代码生成,查询优化建议,query-optimization-recommendation,分析/提炼,编码与实现,数据实现,查询优化,SQL草稿生成; 索引设计建议,接口设计草案.yaml; 业务规则清单.csv; 错误码清单.csv; 表结构设计草案.sql,DTO_VO草稿.zip; 枚举定义.java; 校验器代码.java; 异常类.java; SQL草稿.sql; 查询优化建议.md,N210;N330,代码质量静态检查;技术与运维文档输出,DTO_VO草稿.zip; 枚举定义.java; 校验器代码.java; 异常类.java; SQL草稿.sql,P1,否,在编码与实现-数据实现环节，围绕“分析慢查、全表扫和索引使用问题”提供以判断依据、风险提示、建议为主。,止于代码草稿、质量检查与协同文案，不负责测试结论、发布动作和线上处置。,负责提出建议、解释现象或定位问题，不直接修改系统、代码或流程。,以上游技能输出为前置输入：SQL草稿生成; 索引设计建议。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：SQL草稿生成。,0
N200,200,实现辅助代码生成,生成DTO/VO、枚举、校验器、异常类与SQL草稿，并给出查询优化建议,编码与实现,代码生成,校验器代码生成,validator-code-generation,产出,编码与实现,代码生成,校验逻辑,接口设计建议; 业务规则抽取,接口设计草案.yaml; 业务规则清单.csv; 错误码清单.csv; 表结构设计草案.sql,DTO_VO草稿.zip; 枚举定义.java; 校验器代码.java; 异常类.java; SQL草稿.sql; 查询优化建议.md,N210;N330,代码质量静态检查;技术与运维文档输出,DTO_VO草稿.zip; 枚举定义.java; 校验器代码.java; 异常类.java; SQL草稿.sql,P2,否,在编码与实现-代码生成环节，围绕“生成参数校验与业务校验草稿”提供以草稿、清单、结构化结果为主。,止于代码草稿、质量检查与协同文案，不负责测试结论、发布动作和线上处置。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,以上游技能输出为前置输入：接口设计建议; 业务规则抽取。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：DTO/VO生成；枚举定义生成；异常类生成。,0
N210,210,代码质量静态检查,检查规范、命名、重复、异常、事务和线程安全风险,编码与实现,代码质量,事务边界检查,transaction-boundary-check,校验/判断,编码与实现,代码质量,事务检查,Service草稿生成; 技术方案分析,工程骨架.zip; Service草稿.java; 并发控制建议.md; 技术方案分析.md,代码规范检查单.csv; 重构建议.md; 命名优化建议.md; 低质量代码清单.csv; 重复代码清单.csv; 风险检查清单.csv,N220;N250;N260;N370;N390,Code Review与提交协同;测试结果与缺陷管理;质量门禁与专项测试;平台路由与多技能编排;平台治理与模板质量,代码规范检查单.csv; 风险检查清单.csv,P1,否,在编码与实现-代码质量环节，围绕“检查事务范围、回滚策略和嵌套问题”提供以判断依据、风险提示、建议为主。,止于代码草稿、质量检查与协同文案，不负责测试结论、发布动作和线上处置。,负责按规范或规则核查并指出问题，不自动修复或代替负责人签字。,以上游技能输出为前置输入：Service草稿生成; 技术方案分析。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：重构建议；命名优化建议；低质量代码识别；重复代码检测 等。,0
N210,210,代码质量静态检查,检查规范、命名、重复、异常、事务和线程安全风险,编码与实现,代码质量,代码规范检查,code-standard-check,校验/判断,编码与实现,代码质量,规范检查,代码骨架生成; Service草稿生成,工程骨架.zip; Service草稿.java; 并发控制建议.md; 技术方案分析.md,代码规范检查单.csv; 重构建议.md; 命名优化建议.md; 低质量代码清单.csv; 重复代码清单.csv; 风险检查清单.csv,N220;N250;N260;N370;N390,Code Review与提交协同;测试结果与缺陷管理;质量门禁与专项测试;平台路由与多技能编排;平台治理与模板质量,代码规范检查单.csv; 风险检查清单.csv,P0,是,在编码与实现-代码质量环节，围绕“检查代码风格、组织结构和团队规范一致性”提供以判断依据、风险提示、建议为主。,止于代码草稿、质量检查与协同文案，不负责测试结论、发布动作和线上处置。,负责按规范或规则核查并指出问题，不自动修复或代替负责人签字。,以上游技能输出为前置输入：代码骨架生成; Service草稿生成。,典型下游衔接：重构建议；命名优化建议；低质量代码识别；重复代码检测；空指针/异常风险识别；Code Review评论生成 等。,同一子域相邻技能：重构建议；命名优化建议；低质量代码识别；重复代码检测 等。,10
N210,210,代码质量静态检查,检查规范、命名、重复、异常、事务和线程安全风险,编码与实现,代码质量,低质量代码识别,low-quality-code-detection,分析/提炼,编码与实现,代码质量,低质量识别,代码规范检查,工程骨架.zip; Service草稿.java; 并发控制建议.md; 技术方案分析.md,代码规范检查单.csv; 重构建议.md; 命名优化建议.md; 低质量代码清单.csv; 重复代码清单.csv; 风险检查清单.csv,N220;N250;N260;N370;N390,Code Review与提交协同;测试结果与缺陷管理;质量门禁与专项测试;平台路由与多技能编排;平台治理与模板质量,代码规范检查单.csv; 风险检查清单.csv,P1,否,在编码与实现-代码质量环节，围绕“识别难维护、高耦合和冗余逻辑”提供以解释、识别、归因为主。,止于代码草稿、质量检查与协同文案，不负责测试结论、发布动作和线上处置。,负责从现有材料中抽出结构化信息，不补充输入中不存在的业务承诺。,以上游技能输出为前置输入：代码规范检查。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：重构建议；命名优化建议；重复代码检测；空指针/异常风险识别 等。,0
N210,210,代码质量静态检查,检查规范、命名、重复、异常、事务和线程安全风险,编码与实现,代码质量,命名优化建议,naming-optimization-recommendation,分析/提炼,编码与实现,代码质量,命名优化,代码规范检查,工程骨架.zip; Service草稿.java; 并发控制建议.md; 技术方案分析.md,代码规范检查单.csv; 重构建议.md; 命名优化建议.md; 低质量代码清单.csv; 重复代码清单.csv; 风险检查清单.csv,N220;N250;N260;N370;N390,Code Review与提交协同;测试结果与缺陷管理;质量门禁与专项测试;平台路由与多技能编排;平台治理与模板质量,代码规范检查单.csv; 风险检查清单.csv,P2,否,在编码与实现-代码质量环节，围绕“优化类、方法和变量命名”提供以解释、识别、归因为主。,止于代码草稿、质量检查与协同文案，不负责测试结论、发布动作和线上处置。,负责提出建议、解释现象或定位问题，不直接修改系统、代码或流程。,以上游技能输出为前置输入：代码规范检查。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：重构建议；低质量代码识别；重复代码检测；空指针/异常风险识别 等。,0
N210,210,代码质量静态检查,检查规范、命名、重复、异常、事务和线程安全风险,编码与实现,代码质量,空指针/异常风险识别,null-exception-risk-detection,校验/判断,编码与实现,代码质量,风险检查,Service草稿生成; 代码规范检查,工程骨架.zip; Service草稿.java; 并发控制建议.md; 技术方案分析.md,代码规范检查单.csv; 重构建议.md; 命名优化建议.md; 低质量代码清单.csv; 重复代码清单.csv; 风险检查清单.csv,N220;N250;N260;N370;N390,Code Review与提交协同;测试结果与缺陷管理;质量门禁与专项测试;平台路由与多技能编排;平台治理与模板质量,代码规范检查单.csv; 风险检查清单.csv,P1,否,在编码与实现-代码质量环节，围绕“识别异常处理遗漏和潜在崩溃点”提供以判断依据、风险提示、建议为主。,止于代码草稿、质量检查与协同文案，不负责测试结论、发布动作和线上处置。,负责从现有材料中抽出结构化信息，不补充输入中不存在的业务承诺。,以上游技能输出为前置输入：Service草稿生成; 代码规范检查。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：重构建议；命名优化建议；低质量代码识别；重复代码检测 等。,0
N210,210,代码质量静态检查,检查规范、命名、重复、异常、事务和线程安全风险,编码与实现,代码质量,线程安全风险检查,thread-safety-risk-check,校验/判断,编码与实现,代码质量,线程安全,Service草稿生成; 并发控制建议,工程骨架.zip; Service草稿.java; 并发控制建议.md; 技术方案分析.md,代码规范检查单.csv; 重构建议.md; 命名优化建议.md; 低质量代码清单.csv; 重复代码清单.csv; 风险检查清单.csv,N220;N250;N260;N370;N390,Code Review与提交协同;测试结果与缺陷管理;质量门禁与专项测试;平台路由与多技能编排;平台治理与模板质量,代码规范检查单.csv; 风险检查清单.csv,P1,否,在编码与实现-代码质量环节，围绕“识别并发读写和共享状态风险”提供以判断依据、风险提示、建议为主。,止于代码草稿、质量检查与协同文案，不负责测试结论、发布动作和线上处置。,负责从现有材料中抽出结构化信息，不补充输入中不存在的业务承诺。,以上游技能输出为前置输入：Service草稿生成; 并发控制建议。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：重构建议；命名优化建议；低质量代码识别；重复代码检测 等。,0
N210,210,代码质量静态检查,检查规范、命名、重复、异常、事务和线程安全风险,编码与实现,代码质量,重复代码检测,duplicate-code-detection,校验/判断,编码与实现,代码质量,重复代码,代码规范检查,工程骨架.zip; Service草稿.java; 并发控制建议.md; 技术方案分析.md,代码规范检查单.csv; 重构建议.md; 命名优化建议.md; 低质量代码清单.csv; 重复代码清单.csv; 风险检查清单.csv,N220;N250;N260;N370;N390,Code Review与提交协同;测试结果与缺陷管理;质量门禁与专项测试;平台路由与多技能编排;平台治理与模板质量,代码规范检查单.csv; 风险检查清单.csv,P1,否,在编码与实现-代码质量环节，围绕“找出相似逻辑和可抽取部分”提供以汇总、归类、展示为主。,止于代码草稿、质量检查与协同文案，不负责测试结论、发布动作和线上处置。,负责从现有材料中抽出结构化信息，不补充输入中不存在的业务承诺。,以上游技能输出为前置输入：代码规范检查。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：重构建议；命名优化建议；低质量代码识别；空指针/异常风险识别 等。,0
